level,M,N,seed,completionPct,compressionDistance,editDistance,densityMetric,leniencyMetric,linearityRSquared
1,1,1,1626660603,0.17,0.852368,584,0.112921,0.746170,0.0088
1,1,1,1628223853,0.50,0.859386,594,0.130722,0.704604,0.0081
1,1,1,1628569142,0.19,0.852368,575,0.104003,0.750108,0.0003
1,1,1,1628951581,0.17,0.857702,597,0.121804,0.718412,0.0311
1,1,1,1631313019,0.30,0.827681,576,0.146726,0.743416,0.0058
1,1,1,1631665248,0.29,0.863036,573,0.114683,0.731560,0.0006
1,1,1,163283632,0.07,0.863036,588,0.116481,0.707263,0.0224
1,1,1,1636998586,0.49,0.844227,593,0.127162,0.711817,0.0000
1,1,1,1638779493,0.16,0.847034,587,0.116481,0.752822,0.0301
1,1,1,1642285350,0.07,0.841700,585,0.105801,0.699982,0.0013
1,1,1,164235501,0.21,0.879132,580,0.128924,0.702033,0.0036
1,1,1,1643328992,0.13,0.868370,591,0.098680,0.760754,0.0005
1,1,1,164852610,0.09,0.853755,593,0.121804,0.692418,0.0015
1,1,1,1648594268,0.08,0.852368,592,0.089762,0.730615,0.0189
1,1,1,1656959271,0.39,0.836366,586,0.116481,0.717697,0.0006
1,1,1,1658142994,0.25,0.847034,584,0.111123,0.745154,0.0099
1,1,1,1659319565,0.65,0.839081,587,0.123602,0.750842,0.0063
1,1,1,1659681847,0.16,0.873704,585,0.114683,0.706507,0.0059
1,1,1,1659788427,0.38,0.839813,588,0.125364,0.704546,0.0001
1,1,1,1660116134,0.15,0.847034,580,0.080879,0.739420,0.0157
1,1,1,1660858439,0.25,0.841700,596,0.120042,0.741298,0.0558
1,1,1,1662026530,0.14,0.857702,596,0.107563,0.737587,0.0000
1,1,1,166334781,0.07,0.841700,602,0.089762,0.729265,0.0138
1,1,1,1668298390,0.12,0.852368,586,0.118244,0.735727,0.0003
1,1,1,1668855359,0.10,0.852368,595,0.089762,0.748302,0.0007
1,1,1,1669481184,0.34,0.812107,581,0.128924,0.750219,0.0048
1,1,1,1671092238,0.72,0.870981,600,0.139605,0.700575,0.0000
1,1,1,1672264654,0.19,0.844844,597,0.123602,0.710955,0.0035
1,1,1,1674872915,0.17,0.852368,584,0.105801,0.747222,0.0040
1,1,1,1676205199,0.15,0.841700,586,0.105801,0.731226,0.0000
1,1,1,1678038194,0.41,0.842317,603,0.137843,0.728287,0.0229
1,1,1,1683701218,0.14,0.841700,599,0.112921,0.734456,0.0190
1,1,1,168411250,0.13,0.853591,591,0.121804,0.729480,0.0012
1,1,1,1685411538,0.08,0.868464,586,0.130722,0.723349,0.0016
1,1,1,1685594765,0.06,0.852368,586,0.096882,0.763946,0.0021
1,1,1,1685953196,0.28,0.836366,588,0.096882,0.757243,0.0000
1,1,1,1689953685,0.12,0.837737,602,0.095120,0.681153,0.0044
1,1,1,1692230270,0.34,0.823371,579,0.111123,0.754373,0.0124
1,1,1,1693222528,0.07,0.868370,580,0.105801,0.748495,0.0864
1,1,1,1694120380,0.34,0.835438,592,0.121804,0.720336,0.0065
1,1,1,1694557525,0.07,0.833151,607,0.114683,0.726183,0.0186
1,1,1,1700537822,0.63,0.821881,582,0.123602,0.746843,0.0031
1,1,1,1702785442,0.34,0.861162,581,0.121804,0.739243,0.0154
1,1,1,1704858203,0.11,0.847034,577,0.087999,0.731052,0.0788
1,1,1,1709298975,0.79,0.863036,578,0.118244,0.746953,0.0001
